Call  | Code | PC      | Cyc   | SP      | regA | regB | regC | regD | regE | regH | regL |flgZ|flgS|flgP|flgC|flgAC|
44052 | 0xdb | 0x017cd |     0 | 0x 23f2 | 0x80 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  0 |  0 |  1 |  0 |   0 | 
44053 | 0xe6 | 0x017cf |     0 | 0x 23f2 | 0x0b | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  0 |  0 |  1 |  0 |   0 | 
44054 | 0xc8 | 0x017d1 |     0 | 0x 23f2 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44055 | 0xdb | 0x00020 |     0 | 0x 23f4 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44056 | 0x0f | 0x00022 |     0 | 0x 23f4 | 0x08 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44057 | 0xda | 0x00023 |     0 | 0x 23f4 | 0x04 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44058 | 0x3a | 0x00026 |     0 | 0x 23f4 | 0x04 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44059 | 0xa7 | 0x00029 |     0 | 0x 23f4 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44060 | 0xca | 0x0002a |     0 | 0x 23f4 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44061 | 0x3a | 0x00042 |     0 | 0x 23f4 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44062 | 0xa7 | 0x00045 |     0 | 0x 23f4 | 0x01 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44063 | 0xca | 0x00046 |     0 | 0x 23f4 | 0x01 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  0 |  0 |  0 |  0 |   0 | 
44064 | 0x3a | 0x00049 |     0 | 0x 23f4 | 0x01 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  0 |  0 |  0 |  0 |   0 | 
44065 | 0xa7 | 0x0004c |     0 | 0x 23f4 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  0 |  0 |  0 |  0 |   0 | 
44066 | 0xc2 | 0x0004d |     0 | 0x 23f4 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44067 | 0x3a | 0x00050 |     0 | 0x 23f4 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44068 | 0xa7 | 0x00053 |     0 | 0x 23f4 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44069 | 0xc2 | 0x00054 |     0 | 0x 23f4 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44070 | 0xcd | 0x00057 |     0 | 0x 23f4 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44071 | 0x3a | 0x00abf |     0 | 0x 23f2 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44072 | 0x0f | 0x00ac2 |     0 | 0x 23f2 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44073 | 0xda | 0x00ac3 |     0 | 0x 23f2 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44074 | 0x0f | 0x00ac6 |     0 | 0x 23f2 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44075 | 0xda | 0x00ac7 |     0 | 0x 23f2 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44076 | 0x0f | 0x00aca |     0 | 0x 23f2 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44077 | 0xda | 0x00acb |     0 | 0x 23f2 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44078 | 0xc9 | 0x00ace |     0 | 0x 23f2 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44079 | 0xc3 | 0x0005a |     0 | 0x 23f4 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44080 | 0xe1 | 0x00082 |     0 | 0x 23f4 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x20 | 0xc0 |  1 |  0 |  1 |  0 |   0 | 
44081 | 0xd1 | 0x00083 |     0 | 0x 23f6 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  1 |  0 |  1 |  0 |   0 | 
44082 | 0xc1 | 0x00084 |     0 | 0x 23f8 | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  1 |  0 |  1 |  0 |   0 | 
44083 | 0xf1 | 0x00085 |     0 | 0x 23fa | 0x00 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  1 |  0 |  1 |  0 |   0 | 
44084 | 0xfb | 0x00086 |     0 | 0x 23fc | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  1 |  0 |  1 |  0 |   0 | 
44085 | 0xc9 | 0x00087 |     0 | 0x 23fc | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  1 |  0 |  1 |  0 |   0 | 
44086 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  1 |  0 |  1 |  0 |   0 | 
44087 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
44088 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
44089 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
44090 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44091 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44092 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44093 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44094 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44095 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44096 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44097 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44098 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44099 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44100 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44101 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44102 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44103 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44104 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44105 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44106 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44107 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44108 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44109 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44110 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44111 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44112 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44113 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44114 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44115 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44116 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44117 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44118 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44119 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44120 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44121 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44122 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44123 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44124 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44125 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44126 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44127 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44128 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44129 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44130 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44131 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44132 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44133 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44134 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44135 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44136 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44137 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44138 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44139 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44140 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44141 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44142 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44143 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44144 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44145 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44146 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44147 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44148 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44149 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44150 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44151 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44152 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44153 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44154 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44155 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44156 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44157 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44158 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44159 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44160 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44161 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44162 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44163 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44164 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44165 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44166 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44167 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44168 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44169 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44170 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44171 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44172 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44173 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44174 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44175 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44176 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44177 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44178 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44179 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44180 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44181 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44182 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44183 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44184 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44185 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44186 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44187 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44188 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44189 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44190 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44191 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44192 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44193 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44194 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44195 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44196 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44197 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
44198 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x41 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  1 |  0 |   0 | 
